region,island,lon,lat,distance.from.port.v20201104.tiff,distance.from.shore.tif,gpw_v4_population_density_rev11_1_deg.nc,gpw_v4_population_density_rev11_15_min.nc,gpw_v4_population_density_rev11_2000_30_sec_2000.tif,gpw_v4_population_density_rev11_2005_30_sec_2005.tif,gpw_v4_population_density_rev11_2010_30_sec_2010.tif,gpw_v4_population_density_rev11_2015_30_sec_2015.tif,gpw_v4_population_density_rev11_2020_30_sec_2020.tif,gpw_v4_population_density_rev11_2pt5_min.nc,gpw_v4_population_density_rev11_30_min.nc,hi_otp_all_coastal_mod.tif,hi_otp_all_fishing.tif,hi_otp_all_fishing_com.tif,hi_otp_all_fishing_com_line.tif,hi_otp_all_fishing_com_net.tif,hi_otp_all_fishing_com_spear.tif,hi_otp_all_fishing_rec.tif,hi_otp_all_fishing_rec_boat.tif,hi_otp_all_fishing_rec_boat_spear.tif,hi_otp_all_fishing_rec_shore.tif,hi_otp_all_fishing_rec_shore_line.tif,hi_otp_all_fishing_rec_shore_net.tif,hi_otp_all_fishing_rec_shore_spear.tif,hi_otp_all_invasive_algae.tif,hi_otp_all_invasive_fish.tif,hi_otp_all_nearshore_dev.tif,hi_otp_all_nearshore_sediment.tif,hi_otp_all_osds_effluent.tif,hi_otp_all_osds_nitrogen.tif,hi_otp_all_osds_phosphorus.tif,MHI_Boat_Spear_hr.tif,MHI_Shore_Spear_hr.tif
MHI,Hawaii,-155.777357,20.246613,23.92719268798828,0,19.05618667602539,14.822127342224121,0,0,0,0,0,42.68772506713867,16.876392364501953,0,6.963267803192139,0.01192034687846899,0.010167503729462624,NA,0.0017528432654216886,6.951347351074219,0.053830139338970184,0.033213790506124496,6.897517204284668,19.591981822794136,3.0096967220306396,6.897517204284668,0,1,0.012549725361168385,21.184471130371094,141.4710693359375,32.396873474121094,8.841941833496094,0.033503565937280655,3.509341239929199
MHI,Hawaii,-155.87149311,19.94641087,10.845311164855957,0,12.04177474975586,12.614938735961914,35.384193420410156,39.4837646484375,44.05830764770508,49.1628532409668,54.85880661010742,14.390177726745605,13.703070640563965,0,10.603426933288574,0.0665927305817604,0.06240943819284439,NA,0.004183294251561165,10.536833763122559,0.24280256032943726,0.14983032643795013,10.294031143188477,26.39298963546753,3.0096967220306396,7.284334182739258,0,1,0.02966245822608471,0.7637759782373905,1358.122314453125,311.0099792480469,84.868499755859375,0.15046079456806183,6.441583633422852
MHI,Hawaii,-155.82560202,20.01060066,3.335847854614258,0,19.05618667602539,14.822127342224121,7.953413486480713,8.874887466430664,9.903120994567871,11.05048656463623,12.330782890319824,7.91379976272583,16.876392364501953,0,39.84278869628906,0.0665927305817604,0.06240943819284439,NA,0.004183294251561165,39.77619552612305,0.2259577363729477,0.13940364122390747,39.55023956298828,29.123327255249023,3.0096967220306396,7.417215347290039,0,1,0.040467824786901474,88.80069732666016,4145.1025390625,797.8826904296875,225.00973510742188,0.14002792537212372,6.558935165405273
MHI,Hawaii,-155.8969777,19.91123286,16.20098304748535,0,12.04177474975586,12.614938735961914,0,0,0,0,0,2.11738920211792,13.703070640563965,0,39.828285217285156,0.0665927305817604,0.06240943819284439,NA,0.004183294251561165,39.76169204711914,0.25052958726882935,0.15462574362754822,39.51116180419922,29.123327255249023,3.0096967220306396,7.378139019012451,0,1,0.004930669907480478,69.49299970239571,84.88264465332031,19.43812370300293,5.3051652908325195,0.1553141176700592,9.144726753234863
MHI,Hawaii,-155.889523,19.916767,14.743158340454102,0,12.04177474975586,12.614938735961914,32.78553009033203,36.58402633666992,40.822608947753906,45.552268981933594,50.82990264892578,53.13466262817383,13.703070640563965,0,39.84486770629883,0.0665927305817604,0.06240943819284439,NA,0.004183294251561165,39.77827453613281,0.24690361320972443,0.15238139033317566,39.53158187866211,29.123327255249023,3.0096967220306396,7.398558139801025,0,1,0.006172284949570894,50.21750962158685,84.88264465332031,19.43812370300293,5.3051652908325195,0.1528571993112564,9.170462608337402
MHI,Hawaii,-155.956579,19.511386,13.986042976379395,0,12.04177474975586,43.40108871459961,0,0,0,0,0,94.50884246826172,13.703070640563965,0,40.21287536621094,0.17750871181488037,0.10236610472202301,NA,0.07514259964227676,40.03536605834961,0.5115050077438354,0.31602415442466736,39.523860931396484,29.123327255249023,3.0096967220306396,7.390835285186768,0,1,0.13022932410240173,NA,778.09088134765625,86.53785705566406,27.728330612182617,0.3173799216747284,11.216007614135743
MHI,Hawaii,-155.83395283,19.97723591,6.671695709228516,0,12.04177474975586,12.614938735961914,24.426061630249023,27.25603675842285,30.41389036178589,33.93760919570923,37.869582653045654,42.13969039916992,13.703070640563965,1,39.760398864746094,0.0665927305817604,0.06240943819284439,NA,0.004183294251561165,39.69380569458008,0.23141445219516754,0.14278078079223633,39.4623908996582,29.123327255249023,3.0096967220306396,7.329367160797119,1,1,0.07098415493965149,144.64210510253906,11742.0986328125,1314.124755859375,404.0130920410156,0.1435229629278183,6.473055839538574
MHI,Hawaii,-155.860167,19.95739,9.431741714477539,0,12.04177474975586,12.614938735961914,47.9271240234375,53.47990798950195,59.676029205322266,66.59003448486328,74.3050765991211,14.390177726745605,13.703070640563965,0,39.82160186767578,0.0665927305817604,0.06240943819284439,NA,0.004183294251561165,39.755008697509766,0.2394636571407318,0.14776156842708588,39.51554489135742,29.123327255249023,3.0096967220306396,7.382519245147705,0,1,0.18686522543430328,66.5399593312787,10341.53515625,1522.624755859375,440.1730651855469,0.14845359325408936,6.508198261260986
MHI,Hawaii,-155.79555265,19.00717646,72.06436920166016,0,12.04177474975586,9.009204864501953,0.023070702329277992,0.025743646547198296,0.028726276010274887,0.03205446898937225,0.03576826676726341,0.0398397259414196,4.933410167694092,0,13.900128364562988,0.0650845319032669,0.05893661826848984,1.9894400611519814e-4,0.005948971025645733,13.835043907165527,0.034364473074674606,0.021186431869864464,13.800542831420898,7.2806267738342285,1.8811569213867188,4.638759136199951,0,1,0.1075357049703598,0.04294632031975287,0,0,0,0.021409770473837852,0.6671939094861349
MHI,Hawaii,-155.01567632,19.7366633,3.3309903144836426,0,12.04177474975586,67.83396911621094,383.46575927734375,427.8936767578125,477.4689636230469,532.7879638671875,594.5162353515625,76.66778564453125,21.71297264099121,0,40.19169616699219,0.12617693841457367,0.0598161481320858,0.027503913268446922,0.0388568751513958,40.06551742553711,0.6552581787109375,0.4037211239337921,39.4104118347168,29.123327255249023,3.0096967220306396,7.277389049530029,0,1,0.14448827505111694,20.564848203033456,1952.30078125,370.9371337890625,103.99537658691406,0.4057501256465912,22.21746063232422
